date,cases,population,population_2w,population_3w,precip,humidity,temp,windspeed,lw_avg_temp,lw_avg_humidity,lw_precip,predicted_mosquitoes,real_mosquitoes
2009_23,173.0,676.0,414.5,360.0,10.9,71.5,23.17142857142857,27.185714285714287,23.64761904761905,73.0095238095238,20.299999999999983,27.4859619140625,676.0
2009_24,169.0,548.25,316.0,325.6666666666667,48.0,75.85714285714286,21.728571428571428,22.985714285714288,23.185714285714283,73.30000000000001,58.899999999999984,25.975082397460938,548.25
2009_25,145.0,443.0,298.0,354.0,1.0,76.3,22.67142857142857,22.485714285714288,22.52380952380952,74.55238095238096,59.899999999999984,27.50961685180664,443.0
2009_26,122.0,356.25,405.5,430.0,1.0,77.12857142857142,22.928571428571427,21.442857142857143,22.44285714285714,76.42857142857143,49.99999999999999,31.539281845092773,356.25
2009_27,89.0,360.75,472.5,424.6666666666667,8.9,75.94285714285715,23.685714285714287,26.785714285714285,23.09523809523809,76.45714285714286,10.899999999999986,33.46769332885742,360.75
2009_28,71.0,385.25,404.0,393.0,7.1,71.81428571428572,23.857142857142858,29.62857142857143,23.49047619047619,74.96190476190476,16.999999999999986,32.74124526977539,385.25
2009_29,59.0,404.75,350.0,361.3333333333333,12.2,75.72857142857143,22.957142857142856,22.685714285714283,23.5,74.4952380952381,28.199999999999985,26.802806854248047,404.75
2009_30,19.0,411.25,377.5,406.3333333333333,5.8,75.42857142857143,23.31428571428572,24.885714285714283,23.37619047619048,74.32380952380953,25.099999999999984,21.047622680664062,411.25
2009_31,58.0,390.75,424.0,388.6666666666667,0.0,76.18571428571428,23.81428571428572,29.928571428571427,23.36190476190476,75.78095238095237,17.999999999999986,19.945343017578125,390.75
2009_32,28.0,387.0,391.0,333.3333333333333,0.0,68.25714285714285,24.685714285714287,28.5,23.93809523809524,73.29047619047618,5.799999999999986,20.630605697631836,387.0
2009_33,40.0,384.25,268.0,273.3333333333333,10.1,71.61428571428571,22.82857142857143,27.0,23.776190476190475,72.01904761904761,10.099999999999984,20.230812072753906,384.25
2009_34,21.0,346.0,251.0,378.6666666666667,29.0,74.11428571428571,23.571428571428573,29.885714285714283,23.695238095238096,71.32857142857142,39.09999999999999,20.929107666015625,346.0
2009_35,21.0,321.0,459.0,524.3333333333334,54.9,82.51428571428572,22.11428571428572,23.514285714285712,22.83809523809524,76.08095238095238,94.0,24.978384017944336,321.0
2009_36,12.0,363.5,644.5,601.3333333333334,0.0,68.48571428571428,25.7,38.35714285714285,23.79523809523809,75.03809523809524,83.89999999999999,35.674072265625,363.5
2009_37,18.0,447.75,585.0,539.3333333333334,15.0,72.3,25.3,36.25714285714286,24.371428571428577,74.43333333333334,69.89999999999998,101.20381927490234,447.75
2009_38,18.0,522.0,481.5,487.0,1.0,65.82857142857144,25.585714285714285,32.34285714285714,25.52857142857143,68.87142857142857,15.999999999999986,192.99070739746094,522.0
2009_39,15.0,563.0,473.0,506.3333333333333,3.8,71.77142857142857,24.82857142857143,30.714285714285715,25.23809523809524,69.96666666666668,19.799999999999983,234.7527313232422,563.0
2009_40,15.0,529.0,535.5,503.3333333333333,0.0,64.71428571428571,24.8,34.91428571428572,25.071428571428573,67.43809523809524,4.799999999999986,248.4237060546875,529.0
2009_41,11.0,508.5,506.0,464.6666666666667,34.0,68.95714285714286,25.4,32.25714285714286,25.00952380952381,68.48095238095237,37.79999999999998,291.3740234375,508.5
2009_42,15.0,489.5,410.5,368.0,1.0,69.85714285714286,26.928571428571427,32.24285714285715,25.70952380952381,67.84285714285714,34.999999999999986,268.79461669921875,489.5
2009_43,12.0,473.0,332.5,467.0,3.0,70.47142857142856,26.82857142857143,31.985714285714288,26.38571428571429,69.76190476190476,37.99999999999999,299.00604248046875,473.0
2009_44,14.0,419.25,509.5,705.3333333333334,441.9,88.7,23.428571428571427,33.528571428571425,25.728571428571428,76.34285714285714,445.9,392.00836181640625,419.25
2009_45,16.0,460.0,916.5,948.0,22.1,71.07142857142857,26.914285714285715,43.91428571428571,25.723809523809525,76.74761904761904,467.0,543.8090209960938,460.0
2009_46,17.0,624.5,1054.0,1002.3333333333334,0.0,62.07142857142857,28.24285714285714,43.08571428571429,26.195238095238096,73.94761904761906,464.0,686.1651611328125,624.5
2009_47,26.0,781.75,955.0,834.3333333333334,0.0,62.31428571428571,27.67142857142857,40.971428571428575,27.609523809523807,65.15238095238095,22.1,769.6992797851562,781.75
2009_48,34.0,935.75,746.0,745.0,0.0,66.21428571428571,28.057142857142857,43.91428571428571,27.990476190476187,63.53333333333333,0.0,733.658447265625,935.75
2009_49,32.0,900.0,668.0,645.0,56.4,79.78571428571429,26.542857142857144,41.285714285714285,27.423809523809524,69.43809523809523,56.4,643.1346435546875,900.0
2009_50,30.0,811.5,671.0,687.3333333333334,0.0,66.47142857142858,28.0,33.371428571428574,27.53333333333333,70.82380952380953,56.4,573.6038818359375,811.5
2009_51,26.0,708.5,659.5,725.0,13.5,75.10000000000001,26.385714285714283,27.75714285714286,26.97619047619048,73.78571428571429,69.9,545.669677734375,708.5
2009_52,11.0,663.75,788.0,1001.0,0.0,67.47142857142858,28.914285714285715,36.52857142857143,27.766666666666666,69.68095238095239,13.5,567.8905639648438,663.75
2010_01,67.0,729.5,1141.5,1260.6666666666667,0.0,68.5,28.81428571428572,38.67142857142857,28.647619047619045,70.06666666666666,26.9,551.5604248046875,729.5
2010_02,61.0,900.5,1463.0,1405.6666666666667,0.8,68.84285714285714,28.985714285714288,40.771428571428565,28.67142857142857,70.52380952380952,27.700000000000003,507.50665283203125,900.5
2010_03,53.0,1125.5,1395.0,1288.3333333333333,0.0,68.9,29.1,41.3,28.96666666666667,68.74761904761904,0.8,485.14227294921875,1125.5
2010_04,47.0,1268.25,1183.0,1145.6666666666667,0.5,69.97142857142858,28.542857142857144,35.5,28.87619047619048,69.23809523809524,1.3,479.511962890625,1268.25
2010_05,46.0,1323.0,1073.0,969.0,0.0,68.61428571428571,28.571428571428573,39.15714285714286,28.73809523809524,69.16190476190475,0.5,471.6265869140625,1323.0
2010_06,51.0,1234.0,916.0,818.3333333333334,5.0,73.24285714285715,28.15714285714285,32.55714285714286,28.423809523809524,70.60952380952382,5.5,446.63031005859375,1234.0
2010_07,73.0,1049.5,692.0,652.3333333333334,4.5,69.92857142857143,28.857142857142858,30.385714285714283,28.52857142857143,70.59523809523809,9.5,386.82440185546875,1049.5
2010_08,83.0,882.5,598.0,514.0,4.5,71.64285714285714,27.857142857142858,36.771428571428565,28.290476190476188,71.60476190476192,14.0,446.370849609375,882.5
2010_09,67.0,757.0,459.5,654.6666666666666,247.5,86.31428571428572,25.428571428571427,25.442857142857143,27.38095238095238,75.96190476190476,256.5,477.6209716796875,757.0
2010_10,100.0,575.75,695.5,883.6666666666666,2.6,77.35714285714286,28.942857142857143,27.985714285714288,27.409523809523808,78.43809523809523,254.6,563.5642700195312,575.75
2010_11,121.0,646.75,1152.5,1133.6666666666667,1.5,76.58571428571429,27.057142857142857,26.942857142857143,27.142857142857142,80.08571428571429,251.6,688.3609008789062,646.75
2010_12,103.0,806.0,1178.0,1013.0,35.099999999999994,79.22857142857143,27.4,27.74285714285714,27.8,77.72380952380952,39.2,859.3104248046875,806.0
2010_13,90.0,936.75,889.5,878.6666666666666,1.6,79.47142857142856,27.071428571428573,28.042857142857144,27.17619047619048,78.42857142857143,38.2,898.68701171875,936.75
2010_14,124.0,1021.0,770.0,772.3333333333334,122.7,72.08571428571429,24.61428571428572,47.82857142857143,26.361904761904764,76.92857142857143,159.39999999999998,874.3154907226562,1021.0
2010_15,124.0,974.0,817.0,965.3333333333334,18.5,81.91428571428571,24.485714285714288,22.25714285714286,25.3904761904762,77.82380952380952,142.79999999999998,803.7525024414062,974.0
2010_16,135.0,853.25,1019.5,1022.6666666666666,0.5,77.37142857142858,26.228571428571428,27.0,25.10952380952381,77.12380952380953,141.7,716.8287353515625,853.25
2010_17,130.0,894.75,1145.5,1027.0,7.4,77.89999999999999,25.32857142857143,24.6,25.347619047619048,79.06190476190476,26.4,645.5636596679688,894.75
2010_18,134.0,981.25,909.5,970.0,0.0,77.61428571428571,25.714285714285715,27.24285714285714,25.757142857142856,77.62857142857142,7.9,563.8435668945312,981.25
2010_19,140.0,964.5,940.5,842.0,18.0,84.37142857142858,23.37142857142857,21.442857142857143,24.804761904761904,79.96190476190476,25.4,442.8310546875,964.5
2010_20,134.0,1043.0,868.0,772.3333333333334,12.9,84.48571428571428,23.97142857142857,21.442857142857143,24.35238095238095,82.15714285714286,30.9,329.548583984375,1043.0
2010_21,111.0,888.75,613.0,581.0,59.0,83.88571428571429,23.785714285714285,25.1,23.70952380952381,84.24761904761904,89.9,245.4785919189453,888.75
2010_22,92.0,776.75,549.0,607.3333333333334,22.4,82.01428571428572,21.485714285714288,24.342857142857145,23.080952380952382,83.46190476190476,94.3,234.8536834716797,776.75
2010_23,75.0,708.5,620.5,667.3333333333334,0.0,80.81428571428572,20.74285714285714,27.485714285714284,22.004761904761903,82.23809523809524,81.39999999999999,330.35626220703125,708.5
2010_24,89.0,616.75,742.5,683.3333333333334,0.0,76.18571428571428,21.728571428571428,22.228571428571428,21.31904761904762,79.67142857142856,22.4,343.17901611328125,616.75
2010_25,71.0,645.75,663.0,549.3333333333334,15.0,83.35714285714286,21.928571428571427,21.2,21.466666666666665,80.11904761904762,15.0,310.90283203125,645.75
2010_26,55.0,641.75,443.5,389.0,20.0,86.35714285714286,21.02857142857143,16.642857142857142,21.56190476190476,81.96666666666667,35.0,252.6886444091797,641.75
2010_27,100.0,593.0,301.0,361.3333333333333,33.0,86.54285714285713,22.142857142857142,19.81428571428572,21.7,85.41904761904762,68.0,175.81668090820312,593.0
2010_28,76.0,482.0,381.0,448.0,18.9,84.55714285714285,23.47142857142857,23.471428571428568,22.21428571428571,85.81904761904762,71.9,193.54037475585938,482.0
2010_29,83.0,412.25,532.0,566.3333333333334,6.8,82.07142857142857,21.842857142857145,20.32857142857143,22.485714285714284,84.39047619047618,58.7,264.3319091796875,412.25
2010_30,71.0,416.5,608.5,696.6666666666666,7.6,81.38571428571429,21.7,22.214285714285715,22.33809523809524,82.67142857142858,33.3,329.40472412109375,416.5
2010_31,113.0,494.75,754.0,690.0,0.0,77.57142857142857,22.17142857142857,24.62857142857143,21.90476190476191,80.34285714285714,14.4,389.38427734375,494.75
2010_32,82.0,643.0,717.5,650.0,0.3,74.05714285714285,21.7,29.62857142857143,21.857142857142858,77.67142857142856,7.899999999999999,358.49310302734375,643.0
2010_33,83.0,663.0,538.5,544.6666666666666,11.4,70.28571428571429,19.785714285714285,26.185714285714287,21.21904761904762,73.97142857142858,11.7,282.92303466796875,663.0
2010_34,86.0,646.25,536.0,523.6666666666666,0.0,72.8,23.5,37.55714285714286,21.66190476190476,72.38095238095238,11.7,155.69180297851562,646.25
2010_35,82.0,626.75,528.0,483.3333333333333,1.3,70.98571428571428,24.014285714285712,37.02857142857143,22.433333333333334,71.35714285714285,12.7,41.91244125366211,626.75
2010_36,36.0,533.25,446.5,459.6666666666667,17.6,73.04285714285714,21.914285714285715,26.957142857142856,23.142857142857142,72.27619047619048,18.9,29.202104568481445,533.25
2010_37,64.0,491.25,440.0,516.6666666666666,0.0,72.6,23.37142857142857,42.32857142857143,23.1,72.20952380952382,18.9,28.678749084472656,491.25
2010_38,47.0,484.0,578.0,575.3333333333334,6.7,76.47142857142856,23.685714285714287,38.57142857142857,22.990476190476187,74.03809523809524,24.3,29.448511123657227,484.0
2010_39,58.0,512.25,620.0,607.0,22.6,80.94285714285715,24.642857142857142,31.51428571428572,23.9,76.67142857142858,29.3,32.956424713134766,512.25
2010_40,51.0,530.0,575.5,531.0,2.1,76.22857142857143,23.571428571428573,31.22857142857143,23.96666666666667,77.88095238095237,31.4,34.975250244140625,530.0
2010_41,45.0,576.75,511.5,527.3333333333334,0.8,73.77142857142857,22.8,34.128571428571426,23.67142857142857,76.98095238095239,25.5,40.12544250488281,576.75
2010_42,56.0,565.75,500.5,451.3333333333333,10.9,69.14285714285714,24.642857142857142,33.31428571428571,23.67142857142857,73.04761904761904,13.8,32.52009963989258,565.75
2010_43,42.0,538.0,456.0,395.6666666666667,24.3,77.44285714285715,25.25714285714286,33.07142857142857,24.23333333333333,73.45238095238096,36.0,30.97074317932129,538.0
2010_44,37.0,483.75,314.0,306.0,162.8,84.87142857142858,24.12857142857143,24.02857142857143,24.67619047619048,77.15238095238095,198.0,32.46049499511719,483.75
2010_45,39.0,407.25,282.5,335.3333333333333,14.7,81.74285714285715,23.6,32.3,24.32857142857144,81.35238095238095,201.8,37.39617156982422,407.25
2010_46,62.0,369.25,365.5,487.0,37.4,84.82857142857142,24.82857142857143,25.15714285714285,24.185714285714283,83.8142857142857,214.9,44.021568298339844,369.25
2010_47,78.0,339.75,585.5,1107.0,13.8,82.85714285714286,25.585714285714285,32.871428571428574,24.671428571428567,83.14285714285715,65.89999999999999,62.25361251831055,339.75
2010_48,137.0,434.0,1440.0,1591.3333333333333,0.0,71.31428571428572,27.47142857142857,41.557142857142864,25.96190476190476,79.66666666666667,51.19999999999999,171.45481872558594,434.0
2010_49,82.0,902.75,2022.0,1849.3333333333333,0.0,76.57142857142857,26.957142857142856,30.7,26.671428571428567,76.91428571428573,13.8,258.157470703125,902.75
2010_50,93.0,1303.75,1699.0,1382.6666666666667,0.0,72.72857142857143,27.928571428571427,45.81428571428571,27.45238095238095,73.53809523809524,0.0,135.4665069580078,1303.75
2010_51,49.0,1569.5,1127.0,934.0,44.4,76.57142857142857,27.24285714285714,34.67142857142857,27.37619047619048,75.29047619047618,44.4,55.26213455200195,1569.5
2010_52,38.0,1574.5,649.0,813.0,78.1,88.62857142857142,24.914285714285715,30.1,26.695238095238096,79.30952380952381,122.5,37.72941970825195,1574.5
2011_01,99.0,1174.0,844.5,991.0,1.1,78.39999999999999,26.65714285714285,32.75714285714286,26.27142857142857,81.19999999999999,123.6,36.63140106201172,1174.0
2011_02,110.0,985.75,1212.5,1105.3333333333333,61.5,77.88571428571429,27.47142857142857,41.51428571428572,26.347619047619048,81.63809523809523,140.7,55.62885665893555,985.75
2011_03,98.0,930.75,1087.5,1209.0,13.0,75.54285714285713,27.342857142857145,34.15714285714286,27.15714285714286,77.27619047619048,75.6,150.59132385253906,930.75
2011_04,102.0,966.0,1171.5,1265.3333333333333,6.9,75.82857142857142,27.02857142857143,32.471428571428575,27.28095238095238,76.41904761904762,81.4,292.920654296875,966.0
2011_05,113.0,1192.0,1452.5,1364.3333333333333,6.1,71.62857142857142,27.75714285714286,35.74285714285714,27.37619047619048,74.33333333333333,26.0,460.9434814453125,1192.0
2011_06,109.0,1270.0,1320.5,1155.0,4.1,71.97142857142858,27.65714285714285,35.5,27.480952380952385,73.14285714285715,17.099999999999998,528.4437255859375,1270.0
2011_07,167.0,1246.0,1006.0,977.3333333333334,48.0,78.24285714285715,26.97142857142857,29.371428571428574,27.46190476190476,73.94761904761906,58.2,580.2485961914062,1246.0
2011_08,153.0,1229.25,872.0,808.0,1.0,78.52857142857144,27.357142857142858,27.457142857142856,27.328571428571426,76.24761904761905,53.1,646.857177734375,1229.25
2011_09,172.0,1096.25,800.0,641.3333333333334,22.4,82.02857142857144,25.7,25.928571428571427,26.67619047619048,79.60000000000001,71.4,711.9844360351562,1096.25
2011_10,156.0,903.0,502.0,551.3333333333334,99.9,91.15714285714286,25.4,24.085714285714285,26.152380952380952,83.90476190476191,123.3,741.6770629882812,903.0
2011_11,188.0,687.0,487.0,841.0,67.3,87.39999999999999,25.214285714285715,18.185714285714287,25.43809523809524,86.86190476190477,189.6,761.9234619140625,687.0
2011_12,356.0,643.5,1099.5,1177.6666666666667,22.4,84.55714285714285,25.9,20.32857142857143,25.504761904761907,87.7047619047619,189.6,732.4920654296875,643.5
2011_13,382.0,800.75,1441.5,1333.3333333333333,33.099999999999994,81.62857142857142,26.985714285714288,21.61428571428572,26.03333333333333,84.52857142857142,122.79999999999998,665.4104614257812,800.75
2011_14,474.0,964.25,1225.5,1256.0,18.8,85.41428571428571,25.11428571428572,19.24285714285714,26.000000000000004,83.86666666666666,74.3,590.9510498046875,964.25
2011_15,456.0,1162.5,1217.0,1134.3333333333333,5.0,82.41428571428571,26.17142857142857,21.142857142857142,26.090476190476192,83.15238095238095,56.89999999999999,498.9324951171875,1162.5
2011_16,407.0,1329.25,1143.0,981.6666666666666,96.1,85.22857142857143,25.02857142857143,19.3,25.43809523809524,84.35238095238094,119.9,381.70379638671875,1329.25
2011_17,545.0,1184.25,814.0,847.6666666666666,237.2,87.12857142857142,24.285714285714285,22.728571428571428,25.161904761904765,84.92380952380951,338.3,252.51690673828125,1184.25
2011_18,559.0,1015.5,787.0,805.6666666666666,0.0,78.97142857142856,24.857142857142858,23.02857142857143,24.72380952380952,83.77619047619046,333.3,150.2045440673828,1015.5
2011_19,547.0,965.0,879.0,738.0,0.3,77.24285714285715,23.37142857142857,19.557142857142857,24.171428571428567,81.1142857142857,237.5,107.04065704345703,965.0
2011_20,448.0,846.5,649.5,570.6666666666666,28.9,77.71428571428571,21.62857142857143,23.27142857142857,23.28571428571429,77.97619047619047,29.2,78.7508544921875,846.5
2011_21,322.0,718.25,434.5,432.0,0.0,77.67142857142858,21.785714285714285,17.414285714285715,22.26190476190476,77.54285714285714,29.2,78.91395568847656,718.25
2011_22,295.0,656.75,420.0,439.0,4.1,76.32857142857142,22.31428571428572,24.8,21.909523809523808,77.23809523809524,33.0,75.20152282714844,656.75
2011_23,226.0,534.75,452.0,424.6666666666667,8.9,73.88571428571429,22.12857142857143,26.957142857142856,22.07619047619048,75.96190476190476,13.0,67.53219604492188,534.75
2011_24,169.0,443.25,423.5,394.0,0.0,80.37142857142858,20.985714285714288,21.914285714285715,21.80952380952381,76.86190476190477,13.0,53.716285705566406,443.25
2011_25,123.0,421.75,352.5,367.0,0.1,83.27142857142857,22.32857142857143,22.728571428571428,21.81428571428572,79.17619047619048,9.0,41.34095764160156,421.75
2011_26,119.0,402.25,365.5,364.0,0.0,79.04285714285713,22.228571428571428,21.485714285714288,21.847619047619048,80.8952380952381,0.1,27.327634811401367,402.25
2011_27,82.0,394.5,378.5,384.6666666666667,0.0,78.44285714285715,20.37142857142857,22.728571428571428,21.642857142857142,80.25238095238096,0.1,16.895706176757812,394.5
2011_28,64.0,365.5,379.0,355.0,0.0,78.07142857142857,21.942857142857143,25.085714285714285,21.51428571428572,78.51904761904761,0.0,10.589197158813477,365.5
2011_29,81.0,372.25,352.0,380.3333333333333,0.0,76.75714285714287,22.6,26.985714285714288,21.63809523809524,77.75714285714287,0.0,8.98116397857666,372.25
2011_30,75.0,365.25,372.0,390.3333333333333,0.0,76.52857142857144,22.15714285714285,23.8,22.23333333333333,77.11904761904762,0.0,9.514567375183105,365.25
2011_31,60.0,375.5,432.0,436.6666666666667,0.0,76.57142857142857,22.87142857142857,25.914285714285715,22.54285714285714,76.61904761904763,0.0,10.394890785217285,375.5
2011_32,53.0,392.0,436.5,439.6666666666667,0.0,75.8,22.642857142857142,27.457142857142856,22.55714285714286,76.3,0.0,11.369438171386719,392.0
2011_33,42.0,404.25,446.0,403.3333333333333,0.0,72.8,22.985714285714288,32.81428571428571,22.83333333333333,75.05714285714286,0.0,11.487397193908691,404.25
2011_34,32.0,439.0,382.0,369.3333333333333,0.0,81.38571428571429,22.2,22.214285714285715,22.60952380952381,76.66190476190476,0.0,10.664722442626953,439.0
2011_35,25.0,409.25,331.0,354.3333333333333,0.0,65.41428571428571,21.97142857142857,30.657142857142865,22.38571428571429,73.2,0.0,10.758968353271484,409.25
2011_36,24.0,388.5,372.5,348.0,0.0,67.62857142857142,23.571428571428573,37.08571428571429,22.580952380952382,71.47619047619048,0.0,12.176345825195312,388.5
2011_37,42.0,377.25,350.0,320.3333333333333,0.0,73.08571428571429,22.185714285714287,21.485714285714288,22.57619047619048,68.70952380952382,0.0,14.468283653259277,377.25
2011_38,40.0,340.5,280.0,293.0,0.0,71.74285714285715,22.15714285714285,30.085714285714285,22.63809523809524,70.81904761904762,0.0,19.14676856994629,340.5
2011_39,25.0,326.25,290.0,273.3333333333333,0.0,72.47142857142858,23.214285714285715,33.357142857142854,22.519047619047623,72.43333333333334,0.0,25.665395736694336,326.25
2011_40,30.0,320.0,279.5,271.3333333333333,0.0,85.61428571428571,23.0,24.32857142857143,22.790476190476188,76.60952380952381,0.0,32.44875717163086,320.0
2011_41,37.0,279.75,247.5,278.3333333333333,3.0,81.94285714285715,24.9,31.52857142857143,23.704761904761902,80.00952380952381,3.0,60.60675048828125,279.75
2011_42,61.0,268.75,297.5,404.6666666666667,0.3,83.0,21.11428571428572,22.77142857142857,23.004761904761907,83.51904761904763,3.3,143.4545440673828,268.75
2011_43,64.0,288.5,479.5,556.3333333333334,0.1,80.0,24.785714285714285,31.74285714285714,23.600000000000005,81.64761904761905,3.4,205.93272399902344,288.5
2011_44,54.0,363.5,664.5,723.6666666666666,0.6,72.0,21.15714285714285,23.5,22.35238095238095,78.33333333333333,1.0,224.9976043701172,363.5
2011_45,74.0,481.0,776.0,644.0,0.0,74.3,24.74285714285714,27.75714285714286,23.56190476190476,75.43333333333334,0.7,242.73057556152344,481.0
2011_46,67.0,627.75,611.0,488.0,6.9,81.74285714285715,23.31428571428572,25.414285714285715,23.07142857142857,76.01428571428572,7.499999999999999,288.8350830078125,627.75
2011_47,99.0,637.75,311.0,293.0,1.0,85.24285714285715,24.52857142857143,27.97142857142857,24.195238095238093,80.42857142857143,7.899999999999999,385.43182373046875,637.75
2011_48,82.0,543.5,249.5,320.3333333333333,19.5,88.07142857142857,23.542857142857144,23.02857142857143,23.79523809523809,85.01904761904761,27.4,478.785400390625,543.5
2011_49,104.0,430.25,359.5,561.6666666666666,61.2,85.31428571428572,24.914285714285715,24.61428571428571,24.32857142857144,86.20952380952382,81.69999999999999,685.2757568359375,430.25
2011_50,102.0,335.25,714.0,1006.3333333333334,14.9,80.89999999999999,25.8,29.0,24.75238095238096,84.76190476190476,95.6,925.7540283203125,335.25
2011_51,66.0,481.75,1278.5,1036.3333333333333,0.1,73.22857142857143,27.15714285714285,34.15714285714286,25.957142857142856,79.8142857142857,76.2,1102.27880859375,481.75
2011_52,47.0,819.0,1071.5,822.0,3.8,79.57142857142857,25.842857142857145,24.9,26.266666666666666,77.89999999999999,18.8,1157.57568359375,819.0
2012_01,84.0,892.75,437.5,553.0,203.6,87.88571428571429,24.685714285714287,22.571428571428573,25.895238095238096,80.22857142857144,207.5,1171.2177734375,892.75
2012_02,91.0,858.0,553.5,809.0,83.0,82.11428571428571,26.15714285714285,29.17142857142857,25.56190476190476,83.19047619047619,290.4,1188.8912353515625,858.0
2012_03,77.0,812.5,1052.0,1011.6666666666666,3.0,72.17142857142856,27.185714285714287,31.728571428571428,26.009523809523813,80.72380952380952,289.6,1226.908935546875,812.5
2012_04,86.0,744.75,1125.5,1080.3333333333333,0.0,71.75714285714285,27.285714285714285,32.75714285714286,26.87619047619048,75.34761904761903,86.0,1264.876953125,744.75
2012_05,66.0,839.5,960.5,988.0,8.4,76.71428571428571,26.65714285714285,28.6,27.04285714285714,73.54761904761904,11.4,1238.312255859375,839.5
2012_06,64.0,1006.25,1016.5,879.3333333333334,0.0,68.94285714285715,28.02857142857143,36.58571428571429,27.32380952380952,72.47142857142858,8.4,1305.26171875,1006.25
2012_07,27.0,1071.0,824.0,793.6666666666666,5.1,80.82857142857142,26.02857142857143,22.27142857142857,26.9047619047619,75.4952380952381,13.5,1326.4423828125,1071.0
2012_08,55.0,892.25,669.0,788.6666666666666,6.1,73.34285714285714,27.014285714285712,33.9,27.02380952380952,74.37142857142857,11.2,1263.20947265625,892.25
2012_09,71.0,842.75,880.5,824.3333333333334,0.0,68.37142857142858,28.085714285714285,35.18571428571429,27.042857142857144,74.18095238095238,11.2,1203.935546875,842.75
2012_10,63.0,852.25,870.0,781.3333333333334,10.9,76.24285714285715,26.842857142857145,22.214285714285715,27.31428571428572,72.65238095238097,17.0,1132.266357421875,852.25
2012_11,57.0,769.5,658.0,704.0,10.5,71.68571428571428,27.042857142857144,32.81428571428571,27.32380952380953,72.10000000000001,21.4,1077.696533203125,769.5
